nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency,R_Score,F_Score,M_Score,RFM_Total,Segment,isFraud_Actual,Anomaly_Score,Is_Anomaly
C73603196,753,4,867307.4241261316,216826.8560315329,53,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C87012264,753,4,864264.7771709419,216066.19429273548,53,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C114694285,685,3,862221.5215988294,287407.17386627645,121,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C930013415,732,3,860169.4358623573,286723.14528745244,74,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1145167904,476,5,856656.4066933324,171331.28133866648,330,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C837553775,618,5,853630.3078008331,170726.06156016662,188,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1787807766,565,5,852464.5900326311,170492.91800652622,241,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C176904589,451,5,847440.1996075463,169488.03992150928,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1322764898,688,3,845481.1515122752,281827.0505040917,118,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1046755509,557,1,839077.79,839077.79,249,4,1,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C897300322,470,5,827776.1500069157,165555.23000138314,336,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1055986661,732,3,827482.9655115587,275827.65517051955,74,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C171498518,616,4,825501.6199359072,206375.4049839768,190,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C747251675,294,1,806863.3,806863.3,512,3,4,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1175829100,614,4,806187.7914040891,201546.94785102227,192,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C978287882,620,5,802921.3405830637,160584.26811661274,186,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1750280552,586,4,794861.8070576848,198715.4517644212,220,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2072492946,444,5,792484.0348440779,158496.80696881557,362,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2016528877,642,5,788125.9755747372,157625.19511494745,164,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C654511567,643,4,780165.4206791474,195041.35516978684,163,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C763971205,475,5,773449.6076726274,154689.9215345255,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1149845186,497,5,766284.4189515162,153256.88379030323,309,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1934176276,495,5,764273.81413228,152854.762826456,311,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C604295926,178,1,763913.96,763913.96,628,2,4,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C438492576,717,1,751854.42,751854.42,89,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1246736008,572,4,751121.3079080601,187780.32697701504,234,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1428752652,684,5,748941.0511537412,149788.21023074823,122,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1086009967,662,4,746739.7849984816,186684.9462496204,144,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C321390440,120,1,746518.21,746518.21,686,1,3,4,8,Potential (잠재 고객),1.0,1,정상 패턴
C1971118071,500,5,744925.347071034,148985.0694142068,306,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1179227416,475,5,742250.5506333703,148450.11012667406,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C241639333,499,5,732923.052881039,146584.6105762078,307,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C999476777,445,5,732299.35023191,146459.870046382,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C831704250,491,5,721683.6393454367,144336.72786908734,315,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2036658276,596,5,714082.0025062736,142816.4005012547,210,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1372327870,639,1,711932.67,711932.67,167,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C355262716,732,3,710222.2301174573,236740.74337248577,74,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C297233567,618,4,708060.5782285056,177015.1445571264,188,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C598738165,468,5,698583.4465383888,139716.68930767776,338,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C287600055,453,5,695034.752049937,139006.95040998742,353,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C703104009,733,4,690123.7824531407,172530.94561328518,73,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1030720613,495,5,689844.0110841445,137968.8022168289,311,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1069212365,765,3,687107.2080874047,229035.73602913492,41,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C791711143,477,5,682920.3719514172,136584.07439028344,329,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C699023288,758,3,674403.771236062,224801.25707868734,48,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2010059142,731,3,673852.7365394476,224617.57884648253,75,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1706050914,666,5,670278.5815812335,134055.71631624672,140,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1396855009,701,1,644314.67,644314.67,105,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1589577060,686,5,641517.2735649893,128303.45471299786,120,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C378910639,111,3,640029.2072895167,213343.06909650555,695,1,4,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C878249740,474,5,637987.0375101293,127597.40750202586,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1873382948,467,1,636942.02,636942.02,339,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C349685789,753,4,628344.8488086504,157086.2122021626,53,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C308024854,469,5,625779.0352303477,125155.80704606953,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C155346013,475,5,622437.9885529557,124487.59771059113,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C288917283,125,1,621569.61,621569.61,681,1,3,4,8,Potential (잠재 고객),1.0,1,정상 패턴
C2103926200,476,5,613761.0145295777,122752.20290591553,330,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1424222786,470,5,611045.6568605232,122209.13137210463,336,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1358870495,784,5,608088.7408370868,121617.74816741736,22,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1011665365,329,5,607929.8783506171,121585.97567012343,477,3,4,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C894483144,469,5,598988.4438419811,119797.68876839623,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C363777689,262,1,592615.53,592615.53,544,3,3,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1420583441,261,1,591032.52,591032.52,545,3,2,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C851163410,272,1,580673.57,580673.57,534,3,4,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C12585107,491,1,580387.06,580387.06,315,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C447412141,693,5,578872.7735610992,115774.55471221983,113,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1945091342,475,5,566599.2093421014,113319.84186842028,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C127203506,668,4,557449.9017445438,139362.47543613595,138,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1817512198,709,4,555332.6261299156,138833.1565324789,97,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C457445971,470,5,553723.4719398203,110744.69438796406,336,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C640316205,570,5,544922.8965390462,108984.57930780924,236,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C795819245,474,5,543965.8552096746,108793.17104193491,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C415858765,600,1,540154.62,540154.62,206,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1744276151,684,1,537025.01,537025.01,122,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1515674155,470,5,533552.8526047221,106710.57052094443,336,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1607938786,681,5,532765.1013097485,106553.0202619497,125,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C665332496,787,5,532595.0222646798,106519.00445293596,19,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1407544116,756,4,519757.9046702293,129939.47616755732,50,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1314262912,499,5,517590.61558378616,103518.12311675723,307,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C694699640,474,5,515358.08188975544,103071.61637795108,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1207745322,784,5,512455.82171911665,102491.16434382333,22,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1964641984,478,5,507909.5757388965,101581.9151477793,328,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1759376349,501,5,487047.87137467484,97409.57427493497,305,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C660272018,499,5,482824.4213940942,96564.88427881883,307,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C113647058,471,5,480530.3283352234,96106.06566704469,335,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1501321500,736,4,476964.3546356306,119241.08865890765,70,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1806435903,545,5,474595.22774509504,94919.045549019,261,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1703323527,644,5,466236.09975852055,93247.21995170412,162,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1078463419,721,3,456070.44607395225,152023.48202465076,85,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1012053866,376,1,449032.97,449032.97,430,4,1,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C717900129,644,5,432629.86038809037,86525.97207761808,162,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1274662906,740,3,431205.1111336082,143735.03704453606,66,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1705339659,690,5,419664.6444617474,83932.92889234948,116,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1392041176,643,4,416951.9762203107,104237.99405507768,163,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1850988937,642,5,414105.76950698183,82821.15390139636,164,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C351337385,758,3,406609.67318509787,135536.55772836597,48,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1084236375,667,5,403861.7402061495,80772.34804122991,139,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C881672878,177,1,382960.64,382960.64,629,2,4,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1428616780,640,5,376243.2824124048,75248.65648248096,166,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C345189504,398,1,371771.44,371771.44,408,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1778038801,282,1,371669.59,371669.59,524,3,2,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C351730327,618,5,365885.53935274156,73177.10787054831,188,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C793382426,690,5,365471.2759664027,73094.25519328055,116,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C489200100,661,5,357542.11701479845,71508.42340295968,145,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1305125963,783,5,346351.3145864127,69270.26291728254,23,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1947443919,540,1,342970.95,342970.95,266,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C760011961,664,4,342299.49756898993,85574.87439224748,142,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C571164554,660,4,340124.5136303045,85031.12840757612,146,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1990249992,595,1,335094.53,335094.53,211,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1711836423,223,1,334890.91,334890.91,583,2,2,4,8,Potential (잠재 고객),1.0,1,정상 패턴
C1208087420,688,5,333399.6319596561,66679.92639193122,118,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1287144716,664,1,331729.06,331729.06,142,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C2036720607,672,1,330756.72,330756.72,134,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1117619120,586,5,324460.659032536,64892.1318065072,220,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1484852473,660,5,322878.9148884883,64575.78297769766,146,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C243595889,618,5,320774.8502537366,64154.97005074732,188,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1205102139,674,1,306505.03,306505.03,132,4,1,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C743231238,547,4,289310.9943651108,72327.7485912777,259,4,4,4,12,Champions (핵심 VIP),1.0,1,정상 패턴
C2076387037,695,1,286835.21,286835.21,111,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C995831718,618,5,262201.18378512864,52440.23675702573,188,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C636129537,181,1,252189.32,252189.32,625,2,4,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C252443099,642,5,242841.44363903764,48568.28872780753,164,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C412010733,278,1,240580.4,240580.4,528,3,3,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1942658580,784,5,211720.5064791191,42344.10129582382,22,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C524619673,734,3,205884.83945818272,68628.27981939424,72,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1224520946,562,1,203881.96,203881.96,244,4,1,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C1590627375,525,1,203280.85,203280.85,281,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1294508143,439,1,203119.08,203119.08,367,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1189212996,119,1,202263.03,202263.03,687,1,1,4,6,At Risk (이탈 위험),1.0,1,정상 패턴
C187141285,667,5,201139.26949276082,40227.853898552166,139,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C916482798,788,5,189493.02353407713,37898.60470681543,18,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1720246505,686,5,181331.8276146409,36266.36552292818,120,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1035455805,764,4,177809.60843812654,44452.402109531635,42,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C962323728,736,1,172915.56,172915.56,70,4,4,3,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1703189081,638,5,164780.4856511129,32956.09713022258,168,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C215087680,643,1,161147.38,161147.38,163,4,3,3,10,Loyal (충성 고객),1.0,1,정상 패턴
C1227029335,161,1,160351.22,160351.22,645,2,1,3,6,At Risk (이탈 위험),1.0,1,정상 패턴
C861672846,618,5,158898.83195432054,31779.766390864108,188,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C793143047,787,5,153086.65077851925,30617.33015570385,19,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C516969543,699,1,148714.54,148714.54,107,4,4,3,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1555319658,665,5,147874.83942044474,29574.967884088946,141,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C224652844,613,5,139293.15728118923,27858.631456237847,193,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1365199046,621,5,134672.95725502062,26934.591451004126,185,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1410879349,241,1,128718.59,128718.59,565,2,2,3,7,Potential (잠재 고객),1.0,1,정상 패턴
C1019916893,612,1,125216.91,125216.91,194,4,1,3,8,Potential (잠재 고객),1.0,1,정상 패턴
C2008189700,633,1,125107.12,125107.12,173,4,3,3,10,Loyal (충성 고객),1.0,1,정상 패턴
C2039186549,413,1,115085.31,115085.31,393,4,3,3,10,Loyal (충성 고객),1.0,1,정상 패턴
C646283702,227,1,114889.61,114889.61,579,2,4,3,9,Loyal (충성 고객),1.0,1,정상 패턴
C1129446404,784,5,101528.96617479507,20305.793234959016,22,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C428343831,692,5,100201.28209950379,20040.256419900757,114,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1753117275,791,5,97125.23607824095,19425.047215648192,15,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1967440853,212,1,94261.84,94261.84,594,2,3,3,8,Potential (잠재 고객),1.0,1,정상 패턴
C1773649560,683,1,93483.23,93483.23,123,4,2,3,9,Loyal (충성 고객),1.0,1,정상 패턴
C1017446599,701,1,91882.6,91882.6,105,4,1,3,8,Potential (잠재 고객),1.0,1,정상 패턴
C871094830,319,1,88424.06,88424.06,487,3,4,3,10,Loyal (충성 고객),1.0,1,정상 패턴
C1204602597,412,1,87438.83,87438.83,394,4,1,3,8,Potential (잠재 고객),1.0,1,정상 패턴
C1052814036,416,1,79076.14,79076.14,390,4,1,3,8,Potential (잠재 고객),1.0,1,정상 패턴
C950916503,661,5,77277.80180081724,15455.560360163447,145,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1871273131,609,1,76133.19,76133.19,197,4,3,3,10,Loyal (충성 고객),1.0,1,정상 패턴
C1889033822,645,5,71603.39694792111,14320.679389584222,161,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1968216474,574,5,71589.8131613875,14317.9626322775,232,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1575342973,670,5,71430.69242496157,14286.138484992314,136,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C29073477,618,5,70461.70163407392,14092.340326814785,188,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1013292276,704,5,70417.44265820617,14083.488531641235,102,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C809677827,405,1,70382.18,70382.18,401,4,4,3,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1766518471,763,4,65379.15130179887,16344.787825449717,43,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1351259712,588,5,63921.56982710968,12784.313965421936,218,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1787681112,762,4,63453.01948752634,15863.254871881585,44,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1056637982,784,5,63358.58444750763,12671.716889501526,22,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1314946214,759,4,61333.68599155103,15333.421497887757,47,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C52614586,384,1,56517.37,56517.37,422,4,4,3,11,Champions (핵심 VIP),1.0,1,정상 패턴
C76954571,564,1,55828.87,55828.87,242,4,4,3,11,Champions (핵심 VIP),1.0,1,정상 패턴
C931224089,626,1,55740.39,55740.39,180,4,4,3,11,Champions (핵심 VIP),1.0,1,정상 패턴
C239871438,618,5,51436.9725822656,10287.39451645312,188,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1316214248,659,1,50577.26,50577.26,147,4,2,3,9,Loyal (충성 고객),1.0,1,정상 패턴
C643787303,640,5,47728.990822686006,9545.798164537202,166,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1986540682,660,5,46956.62564204194,9391.325128408387,146,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C832270033,636,5,46744.934039914435,9348.986807982887,170,4,4,3,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C212420929,790,5,41376.373851153294,8275.274770230659,16,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1570947686,397,1,40433.84,40433.84,409,4,2,2,8,Potential (잠재 고객),1.0,1,정상 패턴
C519675576,255,1,38223.11,38223.11,551,3,4,2,9,Loyal (충성 고객),1.0,1,정상 패턴
C728363232,648,1,27584.17,27584.17,158,4,4,2,10,Loyal (충성 고객),1.0,1,정상 패턴
C1750640057,273,1,27059.86,27059.86,533,3,2,2,7,Potential (잠재 고객),1.0,1,정상 패턴
C2139960021,756,4,26039.925950036304,6509.981487509076,50,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1236308879,766,5,26037.279242531466,5207.4558485062935,40,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C465687817,658,1,24522.52,24522.52,148,4,3,2,9,Loyal (충성 고객),1.0,1,정상 패턴
C427738422,721,1,23639.56,23639.56,85,4,3,2,9,Loyal (충성 고객),1.0,1,정상 패턴
C1438426689,722,1,21960.02,21960.02,84,4,2,2,8,Potential (잠재 고객),1.0,1,정상 패턴
C1843084888,767,4,20104.32099670975,5026.0802491774375,39,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1979477621,421,1,19729.68,19729.68,385,4,3,2,9,Loyal (충성 고객),1.0,1,정상 패턴
C2130173515,332,1,19226.25,19226.25,474,3,3,2,8,Potential (잠재 고객),1.0,1,정상 패턴
C1620478304,709,4,18633.308291359986,4658.327072839997,97,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C657595833,646,5,15206.930890939768,3041.3861781879536,160,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C949962625,742,4,14955.294537181888,3738.823634295472,64,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C87741737,642,5,14829.201368554624,2965.840273710925,164,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C661074170,349,1,14279.89,14279.89,457,4,4,2,10,Loyal (충성 고객),1.0,1,정상 패턴
C376481063,790,4,11665.347788594992,2916.336947148748,16,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1377280897,139,1,11653.98,11653.98,667,1,2,2,5,At Risk (이탈 위험),1.0,1,정상 패턴
C597740629,691,4,10224.751513710675,2556.1878784276687,115,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C857493926,681,5,9954.879750444281,1990.9759500888563,125,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C160052939,261,1,8639.93,8639.93,545,3,2,2,7,Potential (잠재 고객),1.0,1,정상 패턴
C1178286288,374,1,7466.12,7466.12,432,4,1,2,7,Potential (잠재 고객),1.0,1,정상 패턴
C850424960,356,1,7360.15,7360.15,450,4,4,2,10,Loyal (충성 고객),1.0,1,정상 패턴
C1271327352,766,5,7227.570733744413,1445.5141467488825,40,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C268015228,691,5,5770.54869404774,1154.1097388095482,115,4,4,2,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1043527721,707,1,4676.42,4676.42,99,4,1,1,6,At Risk (이탈 위험),1.0,1,정상 패턴
C558198940,618,5,3123.2506281438064,624.6501256287613,188,4,4,1,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1662267330,691,4,3062.3316809923904,765.5829202480976,115,4,4,1,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C351182085,760,4,2176.517934822311,544.1294837055777,46,4,4,1,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C549143520,673,5,1562.0172575451224,312.4034515090245,133,4,4,1,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1172437299,162,1,151.0,151.0,644,2,1,1,4,Lost (이탈/휴면),1.0,1,정상 패턴
